user_id,rank,product_id,category,price,hybrid_score,latent_score,category_score,price_score,popularity_score,reason
501,1,145,Toys,1020.0,0.7287440742433622,0.8531635489221039,0.17027863777089788,0.8800709533534066,0.8058727568892946,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
501,2,122,Toys,532.0,0.6769707784779108,0.7937508661840004,0.17027863777089788,0.632857174224859,0.941272430617658,إشارة سلوكية/تقييمية قوية
501,3,296,Electronics,1315.0,0.6195302119754234,0.701643285207592,0.1191950464396285,0.9704862908209346,0.6063077759322291,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
501,4,248,Electronics,1300.0,0.6085635627299308,0.6731453989850193,0.1191950464396285,0.9780850750154596,0.6585100597793089,ملاءمة جيدة مع نمط السعر
501,5,226,Home Appliances,995.0,0.5760621805072409,0.5954106875686148,0.30959752321981426,0.8674063130291981,0.5899945622300166,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
501,6,395,Perfumes,1073.0,0.5671828422264533,0.6467968308482227,0.05417956656346749,0.9069199908407283,0.6052202283520816,ملاءمة جيدة مع نمط السعر
501,7,197,Home Appliances,1953.0,0.5431169954950814,0.5964893979197171,0.30959752321981426,0.6472846697471368,0.5182164219402818,تطابق قوي مع الفئات المفضلة
501,8,212,Sports,1024.0,0.5405533355592729,0.6129133984777565,0.1780185758513932,0.8820972958052798,0.34910277322734623,ملاءمة جيدة مع نمط السعر
501,9,186,Sports,1100.0,0.5223775418396497,0.5208148155155947,0.1780185758513932,0.9205978023908733,0.6737357259013738,ملاءمة جيدة مع نمط السعر
501,10,4,Clothes,1453.0,0.5163545702816216,0.562276485648741,0.07739938080495357,0.9005774762313044,0.5698749319972879,ملاءمة جيدة مع نمط السعر
502,1,456,Home Appliances,552.0,0.7369088271655081,0.8922824945105071,0.11875000000000001,0.7550398936171455,0.8955954322514629,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
502,2,108,Perfumes,804.0,0.6806219562435996,0.7993385525832922,0.225,0.882699468085166,0.5459488852340431,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
502,3,186,Sports,1100.0,0.6629227235715514,0.7432366802071151,0.18625000000000003,0.9673511904762069,0.6737357259013738,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
502,4,282,Home Appliances,339.0,0.651347777818588,0.7837680898831211,0.11875000000000001,0.6471371580548901,0.8205546492212858,إشارة سلوكية/تقييمية قوية
502,5,102,Home Appliances,953.0,0.6352786288251338,0.7202442007899732,0.11875000000000001,0.9581807244174478,0.6677542142105625,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
502,6,307,Books,661.0,0.6261114262134624,0.664461630384774,0.27625,0.810257725430694,0.804785209309147,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
502,7,314,Clothes,1390.0,0.6129706396506585,0.7241722234902733,0.13125,0.8204413627153897,0.5638934203064766,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
502,8,349,Electronics,1312.0,0.6042261685717967,0.710347150324031,0.0,0.8599550405269198,0.7482327351414773,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
502,9,355,Home Appliances,596.0,0.5983216522349107,0.7160266303850833,0.11875000000000001,0.7773296605877522,0.5405111473333055,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
502,10,96,Toys,998.0,0.5934271614325262,0.6586385522283466,0.0625,0.9809770770010229,0.6927678085539549,ملاءمة جيدة مع نمط السعر
503,1,210,Electronics,918.0,0.687701699074435,0.7728120351852713,0.07668711656441718,0.9827698733846842,0.9227841217551503,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
503,2,491,Electronics,595.0,0.6469338672652034,0.7509092879859213,0.07668711656441718,0.8536029736265436,0.8015225665687046,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
503,3,455,Sports,1006.0,0.6316558929556308,0.6374391919459067,0.40337423312883436,0.9381903394434707,0.6400217509168015,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
503,4,60,Sports,1314.0,0.6157927403371722,0.6702106281961231,0.40337423312883436,0.7821619706492235,0.47199564978401337,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
503,5,226,Home Appliances,995.0,0.5971750576802418,0.7082067795248426,0.0,0.9437627811861224,0.5899945622300166,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
503,6,96,Toys,998.0,0.5957865357248473,0.6890676532463096,0.0,0.9422430243472174,0.6927678085539549,ملاءمة جيدة مع نمط السعر
503,7,307,Books,661.0,0.594313751104745,0.5432483291542081,0.4524539877300614,0.8870376240824537,0.804785209309147,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
