user_id,rank,product_id,category,price,hybrid_score,latent_score,category_score,price_score,popularity_score,reason
1,1,415,Sports,1550.0,0.5685434822185572,0.6047805255679768,0.1397712833545108,0.9872645535545381,0.6204458944741466,ملاءمة جيدة مع نمط السعر
1,2,250,Home Appliances,1181.0,0.563387523990298,0.5534965421196966,0.3392630241423126,0.8258053552601463,0.7112561174164624,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
1,3,107,Clothes,235.0,0.5555187122395882,0.7427194672654553,0.0,0.3465753653921013,0.6829798803326276,إشارة سلوكية/تقييمية قوية
1,4,174,Perfumes,1623.0,0.5273810652320158,0.5174245210146237,0.2477763659466328,0.9502838038078496,0.5829255029590579,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
1,5,50,Toys,1594.0,0.5186388318075523,0.5810294348956353,0.03811944091486658,0.9649747865839313,0.47362697115423447,ملاءمة جيدة مع نمط السعر
1,6,210,Electronics,918.0,0.5054748934394726,0.47962516860419796,0.23506988564167727,0.6925733390494742,0.9227841217551503,تطابق قوي مع الفئات المفضلة
1,7,226,Home Appliances,995.0,0.5033868184594606,0.4925506102351306,0.3392630241423126,0.731580431248036,0.5899945622300166,تطابق قوي مع الفئات المفضلة
1,8,257,Home Appliances,927.0,0.5019352905449852,0.4923535696825746,0.3392630241423126,0.6971326095661892,0.6179989124188147,تطابق قوي مع الفئات المفضلة
1,9,280,Perfumes,1338.0,0.480429089572178,0.45241969106614,0.2477763659466328,0.9053392964961748,0.5573681348255918,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
1,10,500,Electronics,1351.0,0.472559112849052,0.4743336831314448,0.23506988564167727,0.9119249094647632,0.36215334418911616,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
2,1,292,Sports,228.0,0.5958571073517023,0.6587126047575947,0.12985865724381626,0.6437915516558024,0.9999999999456226,توازن جيد بين التفضيلات والانتشار
2,2,343,Electronics,1504.0,0.5803822552774973,0.6154165721651501,0.1943462897526502,0.709805206196602,0.9097335507933806,تطابق قوي مع الفئات المفضلة
2,3,483,Perfumes,563.0,0.5709578386402739,0.6661852327071086,0.0,0.8134977320001946,0.7362697117598549,ملاءمة جيدة مع نمط السعر
2,4,307,Books,661.0,0.5627512839607945,0.6020073705060173,0.0971731448763251,0.8631431220710915,0.804785209309147,ملاءمة جيدة مع نمط السعر
2,5,480,Home Appliances,568.0,0.5550528568497136,0.5308536794605789,0.3710247349823322,0.8160306600650363,0.718325176687421,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
2,6,219,Toys,68.0,0.5534081987374638,0.6828887412305986,0.01943462897526502,0.5627378535808687,0.7264817835385274,توازن جيد بين التفضيلات والانتشار
2,7,400,Toys,834.0,0.5402625600051859,0.5463031807466926,0.01943462897526502,0.9507824331146134,0.9488852636786904,ملاءمة جيدة مع نمط السعر
2,8,282,Home Appliances,339.0,0.5382487531046577,0.5090102155371248,0.3710247349823322,0.7000225546952876,0.8205546492212858,تطابق قوي مع الفئات المفضلة
2,9,355,Home Appliances,596.0,0.5132157945442495,0.4879240344112019,0.3710247349823322,0.8302150572281497,0.5405111473333055,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
2,10,260,Clothes,500.0,0.49899230082234125,0.5046960078608937,0.18816254416961128,0.7815828383831895,0.6851549754929225,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
3,1,490,Clothes,879.0,0.6681424847007895,0.7800307427910697,0.06490649064906491,0.8811073103258243,0.8270799347021707,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
3,2,415,Sports,1550.0,0.6659073933747749,0.850643257871116,0.0,0.7789737433724228,0.6204458944741466,ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
3,3,375,Home Appliances,334.0,0.5962311098503268,0.6660157007557691,0.30473047304730466,0.6050181512580818,0.6916802609738075,تطابق قوي مع الفئات المفضلة
3,4,145,Toys,1020.0,0.5908162815056119,0.6245609686571302,0.1177117711771177,0.9525358817543597,0.8058727568892946,ملاءمة جيدة مع نمط السعر
3,5,303,Home Appliances,1951.0,0.5640796171127912,0.6139167369431453,0.30473047304730466,0.5758329125721204,0.7177814028973474,تطابق قوي مع الفئات المفضلة
3,6,400,Toys,834.0,0.5636720127497319,0.5743300877348528,0.1177117711771177,0.8583109577422493,0.9488852636786904,ملاءمة جيدة مع نمط السعر
3,7,298,Toys,356.0,0.5573372651114533,0.6722887634073106,0.1177117711771177,0.6161630347433851,0.5883632408597953,توازن جيد بين التفضيلات والانتشار
3,8,119,Sports,1079.0,0.554263661385446,0.6245146360679068,0.0,0.9824244329194913,0.6166394779436303,ملاءمة جيدة مع نمط السعر
3,9,355,Home Appliances,596.0,0.5471803805058182,0.5829142513354642,0.30473047304730466,0.7377435818557856,0.5405111473333055,تطابق قوي مع الفئات المفضلة
3,10,349,Electronics,1312.0,0.5397941625867174,0.5735911127213174,0.0715071507150715,0.8995411192588866,0.7482327351414773,ملاءمة جيدة مع نمط السعر
4,1,282,Home Appliances,339.0,0.7583831559255313,0.9999999936469571,0.0,0.6360641234602376,0.8205546492212858,إشارة سلوكية/تقييمية قوية
4,2,456,Home Appliances,552.0,0.6169655043453481,0.7302165633958378,0.0,0.7439668590224929,0.8955954322514629,إشارة سلوكية/تقييمية قوية
4,3,41,Toys,1574.0,0.6080375014058979,0.6456743883499547,0.4710144927536232,0.7383026445238686,0.472539423574087,تطابق قوي مع الفئات المفضلة
4,4,329,Clothes,673.0,0.5862593259461891,0.6132610654465439,0.2608695652173913,0.8052637181916614,0.7471451875613297,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
4,5,315,Books,1540.0,0.5707717591194816,0.6936077929142151,0.039855072463768126,0.7555265553647921,0.5676998368369929,ملاءمة جيدة مع نمط السعر
4,6,145,Toys,1020.0,0.567795830828793,0.47450012556201754,0.4710144927536232,0.9810489258916737,0.8058727568892946,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
4,7,350,Sports,1130.0,0.5572789210503238,0.5737741359157534,0.17391304347826086,0.9632266566818094,0.6612289287296776,ملاءمة جيدة مع نمط السعر
4,8,96,Toys,998.0,0.5515460996165442,0.46849704162788697,0.4710144927536232,0.9699040424063704,0.6927678085539549,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
4,9,483,Perfumes,563.0,0.528026920908455,0.591121041575,0.05434782608695653,0.7495393007651445,0.7362697117598549,توازن جيد بين التفضيلات والانتشار
4,10,1,Toys,1351.0,0.5124855807288841,0.47424979985962396,0.4710144927536232,0.8512712362158074,0.41000543771560605,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
5,1,250,Home Appliances,1181.0,0.627489988713222,0.5965158866195678,0.4820766378244747,0.9306754182619142,0.7112561174164624,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
5,2,349,Electronics,1312.0,0.5755982013068263,0.6085176237704939,0.08899876390605686,0.9970381335607661,0.7482327351414773,ملاءمة جيدة مع نمط السعر
5,3,190,Home Appliances,887.0,0.5054931865043193,0.4310410948666952,0.4820766378244747,0.7817392480492238,0.6628602500998988,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
5,4,268,Home Appliances,775.0,0.5014646353773388,0.46195676057244955,0.4820766378244747,0.7250016593967702,0.505165850978512,تطابق قوي مع الفئات المفضلة
5,5,480,Home Appliances,568.0,0.50050316011596,0.4458003918955557,0.4820766378244747,0.6201384375123249,0.718325176687421,تطابق قوي مع الفئات المفضلة
5,6,403,Clothes,1328.0,0.49664048021895113,0.5006997938095004,0.14215080346106304,0.9948564966317405,0.5125067971445074,ملاءمة جيدة مع نمط السعر
5,7,112,Home Appliances,1592.0,0.4910489164895729,0.3876476814865422,0.4820766378244747,0.8611178948081001,0.6835236541227013,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
5,8,297,Home Appliances,1741.0,0.4888976276002227,0.44284161240667275,0.4820766378244747,0.7856366384758181,0.4214246873071548,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
5,9,430,Home Appliances,1367.0,0.48444952193013807,0.4051483321675326,0.4820766378244747,0.9750996577259754,0.3757476889409599,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر
5,10,41,Toys,1574.0,0.4815638195158707,0.5312610989487021,0.06180469715698393,0.8702364358415301,0.472539423574087,ملاءمة جيدة مع نمط السعر
6,1,116,Toys,491.0,0.7516657592969099,0.8673249944162538,0.3222591362126246,0.893296688624374,0.6606851549396039,تطابق قوي مع الفئات المفضلة، ملاءمة جيدة مع نمط السعر، إشارة سلوكية/تقييمية قوية
